,Dialogue,age
2010,일찍 자라.,00
2011,너 야한 그림 보는 거 아니지?,00
2012,"그럼요, 아빠아... 저를 몬미드세여?",00
2013,아라떠!,00
2014,그녀의 생일!! 얼렁뚱땅 너머가면 그녀가 저를 살해할찌도 모름미다.,00
2015,"조은 생각이 떠올라씀미다! 저는 군대 가기 전에 놀이동산에서 알바를 한 적이 이씀미다. 제가 해떤 건 우주여행이란 건데 김희선도 와써씀미다. 그녀가 내는 표를 제가 직쩝 바다씀미다. 안전벨트도 매줘씀미다. *^________,,^* 저는 고진말 안시킴미다. 헉, 말이 새씀미다! 흥분해씀미다! ...제 계획은 이검미다. 한 밤중 놀이공원에 그녀와 저 단 둘 밖에 엄씀미다. 주위는 온통 어둠이 쫘악~ 깔려 이씀미다.",00
2016,회전목마로 향하는 길목의 가로등이 하나씩 켜지면서 그녀와 저를 인도해 줌미다.,00
2017,회전 목마 앞에서 제가 하늘을 향해 두 팔을 활짝 뻗씀미다. 순간 회전목마의 불이 팍! 켜지면서 목마들이 돌아감미다. 생일추카 음악도 흐름미다! 불꼰노리도 터짐미다. 생각만 해도 환상이져? *^^*; 그녀는 입이 찌져짐미다.,00
2018,놀이동산,00
2019,"드뎌 준비는 끈나씀미다. 놀이동산에서 알바하는 친구 넘들한테 이심만언이나 써씀미다. ...띱때들 잘 해야 댈탠데... *^___,.___^*;;;",00
2020,"야, 모야? 이 밤중에 여길 왜와?",00
2021,넘어야대.,00
2022,여길 너머서 드러가자구?,00
2023,"응, 무조껀 너머야대... 나 밤중에 여기 꼭 오는 게 소원이여써.",00
2024,"야, 내 생일인데 왜 니 소원을 푸냐?",00
2025,...?,00
2026,"제발, 미친 척하구 한 번만 해보자. 내가 먼저 올라가서 잡아줄게.",00
2027,...?,00
2028,으헉!,00
2029,견우야! 견우야! 야! 대답 안해? 나 간다!,00
2030,야! 대답 안해? 너 두글래? ...겨누야! 겨누야! 너 잡히기만 해봐라!,00
2031,야! 너 뭐해!,00
2032,따라와!,00
2033,유령의 집 안,00
2034,조용히 못해?,00
2035,ㅠ.ㅜ;;,00
2036,여기 앉아! 입 벌리는 날엔 죽여버릴 거야! 알겠어?,00
2037,네!,00
2038,조용히 대답해!,00
2039,네! ㅠ.ㅜ;;;,00
2040,그거 진짜 총이에요?,00
2041,쏴보까? 응?,00
2042,대써요.,00
2043,둘이 어떤 사이야?,00
2044,그... 그냥 아무 사이도 아녜요.,00
2045,그래? 그럼 이 아가씨 내가 따먹어도 돼?,00
2046,--;;;,00
2047,따먹어? 내가 과일이야? 따먹다니 그게 무슨 말이에요? 사과하세욧!,00
2048,"좋아, 좋아, 시팔, 내가 사과하면 되잖아! 아이엠 쏘리, ...씨발!",00
2049,...,00
2050,어쨋든... 아무 사이도 아닌데 밤중에 이런델 와? ...뭐할려고 그랬어?,00
2051,그냥... 놀이 동산에 밤에 오고 시퍼써여.,00
2052,"솔찍이 얘기해, 새끼야! 뭐할려고 그랬어?",00
2053,그냥... 왔다니까... 요.,00
2054,"에라, 새꺄! 아가씬... 이런 자식 뭘 믿고 따라왔지?",00
2055,...나 믿고 와써요!,00
2056,"... 나도 애인이 있었어... 일년 동안 매주마다 빠짐없이 면횔 와써찌... 너무 행복해써서... 근데 그년이 언제부턴지 치질 걸린 위병소 하사 새끼하고 눈이 맞아버린 거야! 난 그걸 그 치질 걸린 위병소 하사 새끼가 제대 하고 나서야 알게돼써... 시팔! 게다가 나 군대에 있는 사이에 집에 있던 개새끼까지 똥개하고 눈이 맞아서 가출을 해버렸다는 거야.. 요크셔테리언데... 썅년! ...시팔, 두 년 다 죽여버릴려고 나왔는데... 시팔! 난 똥을 밟을 확률이 구십 칠 프로나 되는 좆도 재수 없는 놈이야! ... 으아아, 시팔! 오늘이 무슨 날인지 알아? ...시팔, 좆같다 정말! 으아아!",00
2057,우아아아!,00
2058,...?,00
2059,밤중에 놀이공원에 와서 탈영병 만날 확률은 얼마나 되냐?,00
2060,몰라.,00
2061,총을 입에 물고 쏘면 뒷통수다 날라간대매?,00
2062,"응, 엄청나게 큰 구멍으로 뇌가 산산조각 나면서 튀어나가는 거지.",00
2063,응... 그렇구나! 혹시 우표 수집한 거 있으면 나 주고 가요.,00
2064,야! 늬들 지금 뭐하는 거야! 엉! 이것들이 정말...,00
2065,"아이 시팔! ...어이구 시팔! 내 이런 것들한테도 멸시를 당해요, 시팔!",00
2066,그러니까 바보짓 하지 말란 말예요!,00
2067,"뭐가 바보짓이야, 시팔!",00
2068,그런다고 떠난 여자가 다시 돌아오진 않아요.,00
2069,"그래, 안와! 나도 알어! 근데... 나 죽으면 그년 가슴이 아플 거 아냐... 평생 가슴에 못박힐 거 아냐.",00
2070,...아녜요... 아픈 거... 생각보다 빨리 잊혀져요.,00
2071,경험이 있나보지?,00
2072,...그래요 ...금방 잊게 될 거예요.,00
2073,"시팔, 잡혀가면 영창가서 조뺑이 칠텐데... 뺑이 칠 때마다 떠오를 걸?",00
2074,조뺑이가 뭐냐?,00
2075,고생한다는 뜻이지 머.,00
2076,말 끊지마! 그년... 그럼 더 죽이고 싶어질 거야.,00
2077,... 총을 들고 탈영했으니까 본인이 책임지세요.,00
2078,"저, 군인 아저씨... 여자는 보내주죠?",00
2079,안된다면?,00
2080,그럼... 저라도... 보내주십시오! --;;;,00
2081,--;;,00
2082,--;,00
2083,"너 가만히 보니까 위병소 하사새끼하고 눈썹 모양이 비슷해... 하는 짓도 그렇고! 아가씬, 나가! 그리고 너 나하고 같이 죽자. 알았지?",00
2084,...네? @.0;;;,00
2085,아가씨! 이런 놈 만나지 말고 다른 좋은 남자 사겨! 알았지? 나가! 빨리 나가!,00
2086,같이 나가요. 우리 셋 다.,00
2087,안나갈래? 엉? 이새끼 죽이면 나갈래? 엉?,00
2088,"걱정하지마, 군인아저씨 나쁜 사람 아냐... 꼭 같이 나오게 될 거야.",00
2089,...나 두고 혼자 가는 거야?,00
2090,어쩔 수 엄짜나?,00
2091,혼자 가는 거 두려웠는데 같이 가게 돼서 반갑다.,00
2092,유령의 집 밖,00
2093,인질이 있다! 치직... 칙. 인질이 있다. 아직 몇 명인지 모르지만 인질 한 명을 풀어준 것 같다.,00
2094,유령의 집 안,00
2095,맞아! 여기 회전목마 쪽으로 나가는 문이 있어요. 아는 사람 별로 없어요. 나 여기서 알바 해꺼든요.,00
2096,정말이야? 나 속일려고 그러지?,00
2097,나도 남잡니다! 왜 속입니까?,00
2098,앞장서봐!,00
2099,회전목마 앞,00
2100,맞져? 내 말이 맞져?,00
2101,그래!,00
2102,저기다! 저쪽이다!,00
2103,시팔 틀렸어! 시팔!,00
2104,조종실,00
2105,"뭐야, 띠팔! 제대로 핸는데... 쉬리 투 찍나?",00
2106,회전목마 앞,00
2107,시팔! 가까이 오지 마! 죽여버릴 거야! 진짜 죽여버린다!,00
2108,인질이 가려서 위험합니다!,00
2109,"알았다 대기하라 칙 치직, 2번 저격수! 2번 저격수!",00
2110,시팔! 그년 오라고 그래! 그년 와서 나 죽는 꼴 보라고 그래!,00
2111,견우의 집,00
2112,회전목마 앞,00
2113,"한시간 안에 오라고 그래, 시팔! 안오면 인질부터 죽이고 나도 죽어버릴 거야!",00
2114,인질이 위험하지만 해볼 만 합니다!,00
2115,괜찮아! 둘 다 죽여도 돼!,00
2116,안돼!,00
2117,쏘지 말아요! 쏘지 말란말예요! 이 사람은 나쁜 사람이 아녜요! 탈영병 오빠! 오빤 좋은 사람이잖아요! 애인이 마음 변했다고 그랬죠? 정말 애인을 사랑했나요? 내가 보기엔 아닌 것 같아요! 스스로한테 물어보세요. 정말 사랑했는지 생각해 보세요. 아닐 거예요... 정말 사랑한다면 놓아줄지도 알아야 돼요. 사랑하는 사람 행복해지길 빌어야 돼요... 그렇지 않으면 사랑한 게 아녜요... 사랑하지도 않는 사람이 남한테 시집좀 가면 어때요? 그만 하세요... 그리고 당당하게 부대로 돌아가세요! 그리고 지금까지 사랑이라고 믿었던 거 다 잘못됐다고 생각하세요! 오빠 같은 사람은 진짜 사랑이 뭔지 알아야 돼요! 진짜 사랑이 뭔지 알려면 더 살아야 된단 말예요! 그건 탈영병 오빠도 그렇고 견우도 마찬가지예요... 사랑이 뭔지 알기 위해서라도 살아야 된다구요! 우리 모두 더 살아봐야 된단 말예요!,00
2118,"시팔! 오빠란 말 첨 들어봤어! 너, 저 여자 놓치지 마! 알았어? 놓치면 내가 뺏어버릴 거야!",00
2119,조종실,00
2120,지금이다!,00
2121,회전목마 앞,00
2122,생일 추카해!,00
2123,고마워! 오늘 내 생일이야! 사랑이 뭔지 배울 때까지 살아있을 게!,00
2124,뭐라구? 나하고 아무런 사이도 아니라구?,00
2125,"아냐, 널 구할려고 계획 세운 대로 한 거라...! ∅,.ㅠ;;;",00
2126,나라도 보내달라고? 너 혼자만 살겠다 이거짓!,00
2127,내가 안그래쓰면 넌 안보내 줘쓸거라...,00
2128,"...끄응 ∅,.∅;;;",00
2129,너 혼자 잘 사라바!,00
2130,저는 그녀의 생일 날 또 돋때찌만... 그래도 기분은 조씀미다. 그녀를 만나고 인는 내가 자랑스럽기 때문임미다. 글구... 제 계획이란 거 사실이니까... 미더 주셔쓰면 조케씀미다. 몬미드시게따구여? --;;,00
2131,학교,00
2132,그녀는 절 버리지 않아씀미다. 오히려 우린 더욱 가까워졌다고 할 수 이씀미다.,00
2133,마니 기다려떠? *^^*,00
2134,아니. 쬐끔...,00
2135,우리는 남들의 시선에 아랑곳하지 않고 우리만의 데이트를 즐깁니다.,00
2136,엄마가 상품권 얻어서 산 거라고 자꾸 졸르길래 신어떠니 발아퍼 주껜네.,00
2137,다리 주물러 주까?,00
2138,"아니, 갠차나... 대신 우리 신발 바꿔신자.",00
2139,헉! @.0;;;,00
2140,"왜, 싫어?",00
2141,남자가 어떻게 뾰둑구두를 신냐?,00
2142,꾸겨신어도 대.,00
2143,...아이... 어떻게...,00
2144,그래? ...알았어!,00
2145,"왜그래? 내가 운동화 하나 사주께, 응?",00
2146,대써!,00
2147,"...그럼 내 신발 신어, 난 니 신발 들고 갈게.",00
2148,넌 여자를 몰라!,00
2149,알았어! 알았어! 바꿔신으면 대자나!,00
2150,정말?,00
2151,대신 내 비밀 하나 알려주께.,00
2152,...뭔데?,00
2153,나 시험 보는 날에는 노팬티다. 근데 ...오늘 시험 바따!,00
2154,@.0;;;,00
2155,나 잡아바라!,00
2156,나 안잡으면 두거!,00
2157,넘 재밌는 거 있져? ^^;;,00
2158,전철 안,00
2159,그녀가 집에 갈 때 전 부평역까지 데려다 줌미다. 남자로서 당연히 할 도리져. 그 동안에도 우리는 재미있는 놀이를 함미다.,00
2160,지나가는 사람이 왼쪽 발로 금을 밟거나 넘어가면 내가 이긴 거구... 오른 발로 밟거나 넘어가면 니가 이기는 거야. 아라찌?,00
2161,벌칙이 뭐야?,00
2162,글쎄?,00
2163,...뽀뽀해주기로 하자! *^^*,00
2164,두글래?,00
2165,니가 정해. --;,00
2166,이기는 사람이 한 대씩 때리기.,00
2167,또... 때리기야?,00
2168,이기면 대자나!,00
2169,아라떠! ...온다! --;;,00
2170,흐흐흐흐! ^^;,00
2171,... 불공평 한 거 가태... 난 여자니까 따귀로 하자.,00
2172,안대! 그럼 나도 따귀로 할 거야!,00
2173,난 여자자낫! .\ /.,00
2174,남녀는 평등한 거얏! .\ /.,00
2175,"좋아, 그럼 너도 따귀, 나도 따귀야! 아랐지? 바주기 엄따. 만약에 너, 여자라구 바주면 두거! 아라찌?",00
2176,아라써... 너 따귀... 난 손가락... ㅜ.ㅜ;,00
2177,거바 그게 더 공평한 거지?,00
2178,으응. ㅜ.ㅜ;;,00
2179,온다!,00
2180,흐흐흐! 보나마나 오른 발이야! ^^;,00
2181,발바꿔이~ 갓!,00
2182,ㅜ_ㅜ;;,00
2183,^________^;;,00
2184,꼭 때려야 대?,00
2185,"너, 하늘이 왜 파란지 아러?",00
2186,...? ...그야... 햇빛이 공기중에 난반사돼서 흐터지니까 파장이 긴 파랑색이...,00
2187,"틀렸써! 나를 위해서야, 내가 하늘은 파란색이길 원하니까 파랑거야. 알게써? 불이 왜 뜨거운지 아러? 나를 위해서야! 내가 불은 뜨겁기를 워하니까 뜨거운 거야. 아라찌? 한국에 봄 여름 가을 겨울이 있는 이유가 먼지아라?",00
2188,...너를 위해서여꾸나...,00
2189,그래! 니가 태어난 이유가 먼지 아러? 나를 위해서야!,00
2190,야! 내가 먼저 태어난는데 어떻게 너를 위해서 태어날 수가 있냐?,00
2191,넌 예비한다는 말도 몰라? 예수님 탄생을 예비하기 위해서 베드로가 먼저 왔다! 몰라?,00
2192,알어...,00
2193,그럼 아까 군인들이 왜 지나갔는 지 아러?,00
2194,너를 위해서게찌. ㅜ.ㅜ;;,00
2195,"그러니까, 대! .\,./.",00
2196,"ㅠ,,∅;;;",00
2197,"∅,.∅;;;;",00
2198,"아가씨! 베드로가 아니라 요한이야, 세례요한. 알겠어? 교회나가, 응? 할렐루야!",00
2199,할렐루야!,00
2200,오빠아~ 꼭 때려야 대? *^^*,00
2201,"*^______,._______,^*;;",00
2202,그녀와 같이 이쓰면 하루가 어떠케 갔는지 모를 지경이람미다. ...또 우리는 건전하게 스포츠를 즐기기도 함미다.,00
2203,스쿼시 경기장,00
2204,"*@____,.____,@*",00
2205,너 어딜 자꾸 보는 거니?,00
2206,야! 넌 얼굴이 라켓이니?,00
2207,"어떠케 공이 내 얼굴로만 날아오는 걸까여? 이상함미다. ㅠ,,∅;;;",00
2208,"저는 그녀가 무슨색 빤쓰를 이번는지 알게 대씀미다. 하지만 안갈켜줌미다. *^______,ㅠ*;;; ...오늘같은 날 시험바써야 대는대...",00
2209,무슨 일을 해도 저는 지고는 못사는 섬미임미다. 저는 이길 때가지 짐미다.,00
2210,"야, 똑바로 써야짓!",00
2211,"주건나바! 목이 완전히 돌아가써! 0,.O;;;",00
2212,한판 더 할까?,00
2213,끄응!,00
2214,그 까페,00
2215,그녀가 항상 밝은 것만은 아님미다. 그녀의 가슴속에도 깊은 상처가 있습미다. 그녀에게 상처를 주었던 넘은 도대체 어떤 넘일까여?,00
2216,완니? 일찍 완네?,00
2217,...응 ...가까이 이써꺼든... 울었어?,00
2218,아냐! 내가 왜 우냐? 하품 한 거지.,00
2219,그녀는 언제나 제게 밝은 모습을 보일려고 애씀미다. 전 그런 그녀가 조씀미다.,00
2220,뭐 드시게씀미까?,00
2221,콜라!,00
2222,두글래? 커피 마셔! 전 리필 해주시구여.,00
2223,저는 암미다. 그녀가 행동은 그렇게 해도 마음속엔 슬픔이 가득 하다는 걸...,00
2224,야! 뭐해! 왜 혼자 히쭉거리고 있냐?,00
2225,아... 아냐...,00
2226,재미께찌? ^^;;,00
2227,엥? 또야? --;,00
2228,왜? 읽기 싫어? .\ /.;,00
2229,그녀가 실망하지 모르지만 ...그녀를 위해서라도 전 제 의사를 분명히 밝혀야 함미다.,00
2230,재미께다야. 읽을게... ^^;;,00
2231,...이번에는 무협영화임미다. 여자주인공이 현상금을 노리는 무사로 나옴미다. 맑은 날에도 도롱이를 쓰고 다님미다. --;;,00
2232,영화장면2.,00
2233,남자 조연은 맑은 날에도 나막신을 신고 다니며 가즌 악행은 다 저지름미다. 배경설정이 엉터리임미다. 임진왜란이 세종대왕 때 일어났씀미다. 세종대왕 아버지가 연산군이랍미다. 주인공은 화살을 수백대나 맞고도 죽지 안씀미다. 마지막엔 주인공이 황야에서 악당과 결투를 벌임미다.,00
2234,악당은 여주인공의 목을 치려고 칼을 치켜들다가 벼락을 맞아 새까맣게 타 죽씀미다. 어디에도 흐리고 비오는 날이란 말은 없씀미다. --;; 여주인공은 나중에 왕이 되는데... 정조랍니다. 그녀 역시 미래에서 온 여자입니다.,00
2235,그 까페,00
2236,어때? 재미찌? 재미써지?,00
2237,으응 --;; 근대... 왜 주인공이 항상 미래인이야?,00
2238,미래에는 과학이 더 발달할테니까 타임머신이 만들어지게찌?,00
2239,...,00
2240,미래인은 그걸 타고 과거로 여행올 거라구... 그럼 지금도 어딘가엔 미래인이 있을 거야. 우리가 몰라서 그렇지... UFO는 아마 미래인이 타고 오는 타임머신 일지도 몰라. ...난 언젠가 미래인을 만나고 말거야. 만나야 대!,00
2241,미래인 만나면 너좀 데려가 달라구 그래.,00
2242,뭐라구? 넌 이거나 신씨네 가따줘. 주인공은 시므나하구 한서뀨가 해쓰면 조케따고 그래! 전도연도 갠차나...,00
2243,.\ /.;,00
2244,"그렇게 보지마, 가따주면 마신는 거 사주께.",00
2245,정말이지?,00
2246,신씨네,00
2247,요즘엔 말야... 재미없는 시나리오만 보면 속이 메스껍고... 막 울렁거려... 꼭 폭탄주를 열 잔 마시고 나서 롤러코스트를 탄 기분이야. 시나리오 읽는 게 공포스러워!,00
2248,안냐세여? 전화받으신 분이져? 이거 비천무림애가 거든여.,00
2249,화장실,00
2250,...등 두들겨 드릴까여?,00
2251,신씨네에서는 아직까지 연락이 엄씀미다.,00
2252,분식집,00
2253,마신는 거 사준대매?,00
2254,"으응, 마신는 라면이야. 마시께찌? ^^;",00
2255,체엣~!,00
2256,왜에~?,00
2257,난 ...또...,00
2258,머글래? 뒤집어 쓸래? .\ /.,00
2259,머글래. 자알 머그께... 마시께다야 --;;,00
2260,마시찌?,00
2261,으응... 마시떠. --;,00
2262,...마시찌?,00
2263,으응... 마시따니까!,00
2264,기차길,00
2265,"그날, 전 그녀를 집 앞까지 바래다주어씀미다. 바로 그날...",00
2266,그녀의 집 앞,00
2267,잠시동안이지만 전 그녀의 뜨거운 눈빛을 읽을 수 이써씀미다.,00
2268,저기가 우리 집이야...,00
2269,우산 가따 주께 잠깐 기다려!,00
2270,갠차나! 이왕 저전는데 머.,00
2271,에이씨!,00
2272,헉!,00
2273,누군가?,00
2274,이거 돌려줄려구요.,00
2275,...뭐야? 우리 딸애껀가?,00
2276,네... 조금아까 헤어졌는데... 이걸 제가 메고 있었거든요...,00
2277,우리 딸애하고 조금 전에 헤어졌다구?,00
2278,...네.,00
2279,우리 딸애를 만났다구?,00
2280,네...,00
2281,안으로 들어오게!,00
2282,갠찬아여...,00
2283,들어왓!,00
2284,넷!,00
2285,집 내부,00
2286,자네 정말 그애하고 같이 왔나?,00
2287,그... 그런대여?,00
2288,그앤... 일주일 전에 죽었네! 남자하고 헤어져서... 고통스러워하더니... 결국... 일주일 전에 자살했단 말이야! 이 친구야!,00
2289,...네?,00
2290,...조금 아까까지 같이 완는데...!,00
2291,이승을 떠나지 못하고 있어요! 여기 어딘가에 있을 거에요. 얘야! 너 지금 어디에 있니? 엄마 아빠한테 할 얘기가 있어서 온 거니? 얘야!,00
2292,...!,00
2293,윤주야! 윤주야!,00
2294,저... 죄송합니다. 집을 잘못 찾아왔네요. 똑같이 생겨서...,00
2295,그녀의 집 안,00
2296,자네가 우리 얘의 남자친구라고 할 수 있나?,00
2297,...네...,00
2298,자넨 우리 얘를 얼마나 알고 있다고 생각하나?,00
2299,...아직...,00
2300,... 다음부터 밤늦게 다니지 말아라! --;;,00
2301,저 가보게씀미다.,00
2302,골목길,00
2303,앗차! 내 가방!,00
2304,너 엄마 마음을 너무 몰라주는 구나. 응? 오늘은 그사람 왜 바람맞춘 거야! 엉? 엄마가 만나라는 사람이 어때서 왜 매번 바람만 맞추는 거야! 내가 견운가 직년가 그애는 만나지 말라고 했지? 그런 멍청하고 미래도 없는 애를 만나서 어쩌자는 거야?,00
2305,엄마가 참견할 일이 아니잖아! 그애가 뭘 멍청하다고 그래? 엄마가 멍청하니까 멍청한 것밖에 안보이는 거 아냐?,00
2306,"너 도대체 왜 이렇게 변했니, 엉?",00
2307,아아악! 내 멋대로 살게 놔둬!,00
2308,도서관,00
2309,그 후 그녀에게서 얼마동안은 연락이 엄써씀니다.,00
2310,"견우야, 나야! 오랜만이지?",00
2311,그녀의 목소리는 아무 일 없었다는 듯 밝아보였습니다. 저도 덩달아 밝아짐미다.,00
2312,응... 잘 지내떠?,00
2313,응... 너 우리 100일 기념일 잊지 않고 이께찌?,00
2314,으응... 벌써 백일 댄나?,00
2315,넌 여자가 어떨 때 젤 이쁘니?,00
2316,몸매 쫙 빠진 여자가 옷 벗꾸 이쓸 때!,00
2317,너 지금 어디써? 기다려!,00
2318,아냐... 아냐... 난 피아노 치고 있는 여자가 젤로 이쁘더라... 물론 벗고 치면 조케찌만...,00
2319,무슨 곡 젤로 조아하는데?,00
2320,이짜나 조지 윈스턴이 친 거... 따안 따안 따안~ 일케 하는거...,00
2321,파헬벨의 캐논?,00
2322,그래... 그거...,00
2323,나한테는 안물어바?,00
2324,넌 남자가 어떨 때 젤로 이쁜데?,00
2325,난 장미 꽃 한 송이만 주면 대. @->---,00
2326,너도 역시 여자는 여자구나.,00
2327,그리고 너 고삘이 때 교복 이찌?,00
2328,왜?,00
2329,"100일 기념일날, 고삘이 때 교복 준비하고. 장미는... 나 수업시간에 강의실로 갖고와... 니가 직접! 아라찌?",00
2330,모라구? 어떠케 수업시간에... 야! 야! 그냥 끄느면 어떠케 해!,00
2331,견우의 집,00
2332,누구얏! 도둑이닷! 도둑이야!,00
2333,"헉! 0,.O;;",00
2334,"꺼억, 꺼억...! ㅠ.ㅜ;;;",00
2335,"견우아냐? 너 미쳐써, 엉? 도대체 무슨 짓을 할려고 그래! 하라는 공부는 안하고 대낮부터 어딜 털러 가는 거야? 유흥비가 부조캐서 그래, 엉? 이게 도대체 무슨 질알이야! 질알은! 그리고 너! 요즘 부평에 맨날 와따가따 하면서 고모넨 왜 안들렷! 내가 고모 때문에 귀차나 죽겠단마럇! 오죽하면 너한테 여자 소개해 주게따고 꼬시겐냐, 엉?",00
2336,ㅜ.ㅠ;;;,00
2337,견우의 동네 길,00
2338,견우학생! 그렇게 하고 어디가?,00
2339,--;;,00
2340,견우야! 엄마한테 겨울에 맞겨놓은 잠바 찾아가라고 그래!,00
2341,--;;;,00
2342,"견우학생, 쌍꺼풀 수술 했어?",00
2343,ㅜ_ㅜ;;;,00
2344,이상함미다. 다들 저를 알아보는데 하필 우리 엄마만 못알아본 거져? 진짜 엄마 마씀미까? ㅠ_ㅠ;;,00
2345,중국집,00
2346,여자 대학교 아무나 못드러가는 거 아시져? 이래뵈도 저 잔머리 잘 굴러감미다.,00
2347,그녀의 대학교 앞,00
2348,거기! 어딜가? 이리와봐!,00
2349,짜장면 배달가는대여?,00
2350,...내가 시켰어. 이리 내려놔! 단무지는 많이 가져와찌?,00
2351,으헉! ㅜ.ㅜ;,00
2352,"아차, 단무지 빼노코 와써요... 다시 가져오깨요.",00
2353,"야, 짜장면은 주고 가야지!",00
2354,저는 당당히 들어감미다. 꽃배달은 배달 아님미까?,00
2355,--;;,00
2356,그녀의 대학교 복도,00
2357,"여보~! 애가 경끼를 해! 병원에... 빠, 빠알리 가봐!",00
2358,그녀의 강의실,00
2359,키쓰! 키쓰! 키쓰! 키쓰!,00
2360,키쓰! 키쓰!,00
2361,우와아! 짝짝짝짝짝-,00
2362,오늘 수업 끝!,00
2363,그것으로 끝날 그녀가 아니어씀미다.,00
2364,지하철 역 화장실 앞,00
2365,소주방,00
2366,"야! 마셔, 마셔! 오늘 바주께! 갠차나! 야! 담배도 펴!",00
2367,"선생님이 보시면 어떻게 하라구, 걸리면 정학이야!",00
2368,"갠차나, 갠차나! 내가 이짜나 팍팍 펴!",00
2369,"너 대게 조은 하꾜 다니는구나, 조케따!",00
2370,우리는 오랜만에 아름다운 학창시절로 돌아가씀미다.,00
2371,나이트 클럽,00
2372,우리가 다녀간 이후로 그 나이트 클럽은 한 달에 한 번씩 추억의 교복 무도회를 연다고함미다.,00
2373,거리,00
2374,그녀의 집,00
2375,여보세요? ...응 그래요? 그 애가 전화를 두고 나갔는데... 견우학생 맞아요?,00
2376,거리,00
2377,미안하지만 우리 그 애 다시 만나지 않았으면 좋겠어요. 오늘... 다른 남자 만나러 갔으니까... 그런 줄 알아요.,00
2378,저는 그냥 본능에 마끼기로 해씀미다.,00
2379,여보세요?,00
2380,"나야, 오늘 일곱 시까지 그 까페로 와. 만나자.",00
2381,...왜?,00
2382,...뭐? 왜? ...나 오늘 남자 만난단마랴. ...사십 오분 내로 왓!,00
2383,...나도 여자 만난단 말야!,00
2384,까페 안,00
2385,오고 있는 거야?,00
2386,나도 여자하고 가치 이딴마랴!,00
2387,빨리와.,00
2388,이쁜 아가씨들 많아요. 꼭 오세요!,00
2389,화장실 안,00
2390,"0,.O;;;",00
2391,술 취하면 자꾸 옛날 버릇이 나와서... 서서 봐요.,00
2392,그 까페,00
2393,안냐세여?,00
2394,견우씨에요.,00
2395,...!,00
2396,차석원이라고 함니다. 반갑씀미다.,00
2397,네... 반갑습미다.,00
2398,정말 다른 여자하고 이써써?,00
2399,아니... 남자랑 이써찌! --;;;,00
2400,뭐 드시게씀미까?,00
2401,커피여.,00
2402,콜라 마셔두 대.,00
2403,...커피 마시께...,00
2404,"견우씨, 행복하겠어요? 제가 귀 따갑게 들었거든요. 아주 좋은 친구 같아요.",00
2405,... 친구!,00
2406,나 화장실좀 가따 오께...,00
2407,왜?,00
2408,...이리와.,00
2409,...석원씨 어때?,00
2410,잘 모르지만 나쁜 것 같진 않아. 너... 옛날에 헤졌다던 남자... 저사람 아니지?,00
2411,...응! 어떠케 아라써?,00
2412,새 남자 만날 땐 지난 일 잊어... 아라찌?,00
2413,...어떻게 아란냐구?,00
2414,...이 목걸이 ...헤어졌다던 그 남자가 준거겠지? 단순히 헤어진 거라면 그 목걸이 ...하고 다니지 않았을 거야... 니 성격에... 그리고 너... 가끔... 그 남자한테서... 벗어날 수 엄따고 말해찌? 그건 니가 사랑했던 사람이... 이 세상에 없다는 뜻 아냐?,00
2415,저 사람은... 그전부터 엄마가 만나보라고 한 사람이야... 엄마 등살에... 나쁜 사람같진 않지?,00
2416,응... 내 말 잘 들어... 난 갠찬치만... 잘 모르는 남자 앞에서는 성질 조금만 죽여... 남자들은 여자다운 거 더 좋아하자나... 글구... 술 절대로 세잔 이상 마시지마... 여자가 술먹고 쓰러지는 거 이용하는 남자들 많아...,00
2417,너!,00
2418,글구 ...나한텐 갠찬치만 ...다른 남자한텐 뭐든 한 번 져줘봐... 이길려고 하지 말고... 좋아할 거야... 아라찌?,00
2419,저... 제 부탁 들어주실 거죠?,00
2420,뭔데요? ...내가 할 수 있는 일이라면...,00
2421,쉬운 일이에요... 쟤한테 여자다운 거 요구하지만 않으면 대여... 그리고 술은 세잔 이상 먹이면 안되구여... 아무나 패거든여... 까페에 가면 콜라나 쥬스 마시지 말고 커피를 드세여... 글구... 가끔 때리면 안아파도 아픈 척하거나 아파도 안아픈 척 하는 걸 조아해여... 쟤. 만난지 백일이 되면 강의실에 찾아가서 장미꽃 한 송이를 내밀어 보세여... 너무 조아할 거에여... 검도하고 스쿼시는 꼭 배우세여... 짜장면은 싫더래도 다섯 그릇은 먹을 수 있어야 될 거예여... 글구 가끔 유치장에 가는 것도 감수할 수 이써야 대여. ... 가끔 죽인다고 협박하면... 진짜 죽을지도 모른다고 생각하세여... 그래야 편해요... ...가끔 다리가 아프다면 신발도 바꿔신어 주세요... 마지막으로... 쟤... 글쓰는 거 좋아하거든요... 칭찬 많이 해 주세요...,00
2422,...!,00
2423,화장실 안,00
2424,까페 안,00
2425,견우씨는... 요?,00
2426,"먼저 갔씁니다. 제가 지켜야 할 수칙을 적어도 열가지는 알려줬어요. 저 암기력 좋거든요? 외워볼까요? 첫 번째, 여자다운 거 요구하지 마라. 두 번째, 술은 세잔이상 먹이지 마라. 세 번 째, 까페에선 커피만 마셔라, 네 번째, 때리면 아파도 안아픈 척 해라.",00
